Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
10.100.56.74-74.125.200.154-50068-443-6,74.125.200.154,443,10.100.56.74,50068,6,24/06/2019 01:20:03 PM,4375,0,2,0,0,0,0,0,0,0,0,0,0,0,457.1428571,4375,0,4375,4375,0,0,0,0,0,4375,4375,0,4375,4375,0,0,0,0,0,40,0,457.1428571,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,3192,0,0,0,0,0,0,0,0,0,0,No Label
10.100.56.42-13.249.210.94-60303-443-6,13.249.210.94,443,10.100.56.42,60303,6,24/06/2019 01:16:04 PM,6415830,39,1,35308,0,1460,0,905.3333333,651.6144054,0,0,0,0,5503.263023,6.234579158,164508.4615,262197.1542,1406124,8123,6363438,167458.8947,265059.8259,1406124,8123,0,0,0,0,0,0,0,0,0,804,32,6.078714679,0.155864479,0,1460,861.1707317,665.096681,442353.5951,0,1,0,0,1,0,0,0,0,882.7,905.3333333,0,0,0,0,0,0,0,39,35308,1,0,-1,29200,33,0,0,0,0,0,0,0,0,0,No Label
10.100.56.49-74.125.24.95-49053-443-6,74.125.24.95,443,10.100.56.49,49053,6,24/06/2019 01:14:27 PM,115869304,145,85,94376,45534,1460,0,650.8689655,707.153461,1460,0,535.6941176,667.3934198,1207.481146,1.984995094,505979.4934,3609098.992,5.00E+07,0,1.16E+08,804643.2361,4591460.274,5.00E+07,0,1.16E+08,1379342.405,5972220.117,5.00E+07,2,0,1,0,0,2912,1712,1.251409951,0.733585143,0,1460,606.9177489,692.309542,479292.5019,0,0,0,1,1,0,0,0,0,609.5565217,650.8689655,535.6941176,0,0,0,0,0,0,145,94376,85,45534,-1,3480,79,0,7088932.5,6749651.728,1.60E+07,1785528,2.19E+07,1.88E+07,5.00E+07,1.04E+07,No Label
157.240.13.32-10.100.56.49-443-54072-6,157.240.13.32,443,10.100.56.49,54072,6,24/06/2019 01:14:03 PM,1081684,3,1,302,0,165,0,100.6666667,88.29684781,0,0,0,0,279.1942933,3.69793766,360561.3333,249770.2276,537752,74893,1006791,503395.5,48587.42826,537752,469039,0,0,0,0,0,0,0,0,0,60,32,2.773453245,0.924484415,0,165,60.4,83.29645851,6938.3,0,1,0,0,1,0,0,0,0,75.5,100.6666667,0,0,0,0,0,0,0,3,302,1,0,-1,29200,2,0,0,0,0,0,0,0,0,0,No Label
10.100.56.49-74.125.24.95-49053-443-6,74.125.24.95,443,10.100.56.49,49053,6,24/06/2019 01:20:03 PM,2760,0,2,0,0,0,0,0,0,0,0,0,0,0,724.6376812,2760,0,2760,2760,0,0,0,0,0,2760,2760,0,2760,2760,0,0,0,0,0,40,0,724.6376812,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,3526,0,0,0,0,0,0,0,0,0,0,No Label
157.240.13.32-10.100.56.49-443-54072-6,157.240.13.32,443,10.100.56.49,54072,6,24/06/2019 01:20:03 PM,6018,0,3,0,31,0,0,0,0,31,0,10.33333333,17.89785834,5151.213028,498.5044865,3009,3368.656706,5391,627,0,0,0,0,0,6018,3009,3368.656706,5391,627,0,0,0,0,0,60,0,498.5044865,0,31,7.75,15.5,240.25,1,0,0,0,1,0,0,0,0,10.33333333,0,10.33333333,0,0,0,0,0,0,0,0,3,31,-1,702,0,0,0,0,0,0,0,0,0,0,No Label
10.100.56.74-74.125.130.139-53647-443-6,10.100.56.74,53647,74.125.130.139,443,6,24/06/2019 01:15:27 PM,7081790,7,14,1458,5604,1160,0,208.2857143,426.7304826,1460,0,400.2857143,590.3381598,997.2055088,2.96535198,354089.5,444876.3842,1380791,2,6332916,1055486,1096525.667,2776953,2,7078302,544484.7692,634760.4775,2129665,9575,0,0,0,0,160,336,0.98845066,1.97690132,0,1460,321,530.1869392,281098.1905,0,1,0,0,0,0,0,0,2,336.2857143,208.2857143,400.2857143,0,0,0,0,0,0,7,1458,14,5604,-1,260,3,0,0,0,0,0,0,0,0,0,No Label
10.100.56.74-74.125.200.154-50068-443-6,10.100.56.74,50068,74.125.200.154,443,6,24/06/2019 01:20:03 PM,7437,0,2,0,0,0,0,0,0,0,0,0,0,0,268.9256421,7437,0,7437,7437,0,0,0,0,0,7437,7437,0,7437,7437,0,0,0,0,0,40,0,268.9256421,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,312,0,0,0,0,0,0,0,0,0,0,No Label
157.240.13.32-10.100.56.22-443-33209-6,157.240.13.32,443,10.100.56.22,33209,6,24/06/2019 01:16:03 PM,986043,4,1,282,0,141,0,70.5,81.40638796,0,0,0,0,285.9915845,5.070772776,246510.75,220867.2712,572446,94514,795818,265272.6667,266573.5736,572446,94514,0,0,0,0,0,0,0,0,0,80,32,4.056618221,1.014154555,0,141,47,72.81208691,5301.6,0,1,0,0,1,0,0,0,0,56.4,70.5,0,0,0,0,0,0,0,4,282,1,0,-1,29200,2,0,0,0,0,0,0,0,0,0,No Label
10.100.56.74-74.125.24.102-45416-443-6,74.125.24.102,443,10.100.56.74,45416,6,24/06/2019 01:20:03 PM,289454,1,1,0,0,0,0,0,0,0,0,0,0,0,6.909560759,289454,0,289454,289454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,3.45478038,3.45478038,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,664,0,0,0,0,0,0,0,0,0,0,No Label
10.100.56.74-74.125.130.139-53647-443-6,10.100.56.74,53647,74.125.130.139,443,6,24/06/2019 01:20:03 PM,400897,0,2,0,0,0,0,0,0,0,0,0,0,0,4.988812588,400897,0,400897,400897,0,0,0,0,0,400897,400897,0,400897,400897,0,0,0,0,0,40,0,4.988812588,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,283,0,0,0,0,0,0,0,0,0,0,No Label
10.100.56.74-74.125.200.154-50068-443-6,10.100.56.74,50068,74.125.200.154,443,6,24/06/2019 01:20:03 PM,228882,0,2,0,0,0,0,0,0,0,0,0,0,0,8.73812707,228882,0,228882,228882,0,0,0,0,0,228882,228882,0,228882,228882,0,0,0,0,0,52,0,8.73812707,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,312,0,0,0,0,0,0,0,0,0,0,No Label
10.100.56.74-74.125.24.102-45416-443-6,10.100.56.74,45416,74.125.24.102,443,6,24/06/2019 01:20:03 PM,310135,0,2,0,0,0,0,0,0,0,0,0,0,0,6.448804553,310135,0,310135,310135,0,0,0,0,0,310135,310135,0,310135,310135,0,0,0,0,0,52,0,6.448804553,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,664,0,0,0,0,0,0,0,0,0,0,No Label
157.240.13.32-10.100.56.78-443-47311-6,157.240.13.32,443,10.100.56.78,47311,6,24/06/2019 01:20:03 PM,648992,1,1,0,0,0,0,0,0,0,0,0,0,0,3.081702086,648992,0,648992,648992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,1.540851043,1.540851043,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,245,0,0,0,0,0,0,0,0,0,0,No Label
10.100.56.120-74.125.24.189-52726-443-6,74.125.24.189,443,10.100.56.120,52726,6,24/06/2019 01:17:51 PM,113627695,14,16,793,832,203,0,56.64285714,46.60077111,428,0,52,135.31839,14.30109094,0.264020141,3918196.379,8362363.683,2.59E+07,9,1.09E+08,8400331.615,1.11E+07,2.59E+07,43077,1.14E+08,7575179.667,1.05E+07,2.59E+07,9,0,1,0,0,280,320,0.123209399,0.140810742,0,428,66.22580645,120.8720287,14610.04731,0,0,0,1,1,0,0,0,1,68.43333333,56.64285714,52,0,0,0,0,0,0,14,793,16,832,-1,932,12,0,2514397.75,1478977.439,4423387,921855,2.42E+07,1348430.617,2.59E+07,2.29E+07,No Label
10.100.56.74-74.125.24.97-33018-443-6,10.100.56.74,33018,74.125.24.97,443,6,24/06/2019 01:19:38 PM,28849277,1,1,31,31,31,31,31,0,31,31,31,0,2.149100652,0.069325827,2.88E+07,0,2.88E+07,2.88E+07,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20,20,0.034662914,0.034662914,31,31,31,0,0,1,0,0,1,1,0,0,0,1,46.5,31,31,0,0,0,0,0,0,1,31,1,31,-1,3101,1,0,0,0,0,0,0,0,0,0,No Label
10.100.56.49-120.89.97.12-42498-443-6,10.100.56.49,42498,120.89.97.12,443,6,24/06/2019 01:17:27 PM,119907041,23,130,3284,186243,1100,0,142.7826087,376.9512817,1448,565,1432.638462,89.71021425,1580.616104,1.275988455,788862.1118,7392055.739,8.98E+07,2,1.20E+08,5450049.682,2.13E+07,9.99E+07,2,1.20E+08,929511.9457,8021170.319,8.98E+07,19,0,1,0,0,748,4160,0.191815258,1.084173197,0,1448,1237.785714,489.7577361,239862.6401,0,0,0,1,1,0,0,0,5,1245.875817,142.7826087,1432.638462,0,0,0,0,0,0,23,3284,130,186243,-1,558,3,0,372390.75,642724.4344,1335308,6693,2.96E+07,4.02E+07,8.98E+07,8642535,No Label
10.100.56.74-120.89.97.15-47538-443-6,10.100.56.74,47538,120.89.97.15,443,6,24/06/2019 01:18:02 PM,100201284,0,2,0,584,0,0,0,0,292,292,292,0,5.828268628,0.019959824,1.00E+08,0,1.00E+08,1.00E+08,0,0,0,0,0,1.00E+08,1.00E+08,0,1.00E+08,1.00E+08,0,1,0,0,0,64,0,0.019959824,292,292,292,0,0,0,0,0,1,1,0,0,0,0,438,0,292,0,0,0,0,0,0,0,0,2,584,-1,303,0,0,0,0,0,0,1.00E+08,0,1.00E+08,1.00E+08,No Label
10.100.56.74-120.89.97.15-47539-443-6,120.89.97.15,443,10.100.56.74,47539,6,24/06/2019 01:18:02 PM,100201735,1,1,292,292,292,292,292,0,292,292,292,0,5.828242395,0.019959734,1.00E+08,0,1.00E+08,1.00E+08,0,0,0,0,0,0,0,0,0,0,0,1,0,0,32,32,0.009979867,0.009979867,292,292,292,0,0,0,0,0,1,1,0,0,0,1,438,292,292,0,0,0,0,0,0,1,292,1,292,-1,286,1,0,0,0,0,0,1.00E+08,0,1.00E+08,1.00E+08,No Label
172.217.194.100-10.100.56.120-443-32890-6,10.100.56.120,32890,172.217.194.100,443,6,24/06/2019 01:17:32 PM,118278552,15,16,2621,1199,1249,0,174.7333333,357.6206024,564,0,74.9375,150.9147524,32.29664158,0.262093165,3942618.4,1.48E+07,5.89E+07,5,1.18E+08,8444672.286,2.13E+07,5.89E+07,471,1.18E+08,7885234.8,2.06E+07,5.89E+07,5,0,0,0,0,300,352,0.126819273,0.135273891,0,1249,119.375,267.8430872,71739.91935,0,1,0,0,0,0,0,0,1,123.2258065,174.7333333,74.9375,0,0,0,0,0,0,15,2621,16,1199,-1,294,8,0,523515,525641.9679,895200,151830,5.86E+07,404030.2082,5.89E+07,5.83E+07,No Label
172.217.194.100-10.100.56.120-443-32890-6,10.100.56.120,32890,172.217.194.100,443,6,24/06/2019 01:20:24 PM,691,1,1,24,39,24,24,24,0,39,39,39,0,91172.21418,2894.356006,691,0,691,691,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20,20,1447.178003,1447.178003,24,39,34,8.660254038,75,0,0,0,1,1,0,0,0,1,51,24,39,0,0,0,0,0,0,1,24,1,39,-1,255,1,0,0,0,0,0,0,0,0,0,No Label
172.217.194.100-10.100.56.120-443-32890-6,10.100.56.120,32890,172.217.194.100,443,6,24/06/2019 01:20:24 PM,520384,1,1,63,63,63,63,63,0,63,63,63,0,242.1288894,3.843315705,520384,0,520384,520384,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20,20,1.921657853,1.921657853,63,63,63,0,0,1,0,0,1,1,0,0,0,1,94.5,63,63,0,0,0,0,0,0,1,63,1,63,-1,255,1,0,0,0,0,0,0,0,0,0,No Label
172.217.194.100-10.100.56.120-443-32890-6,172.217.194.100,443,10.100.56.120,32890,6,24/06/2019 01:20:25 PM,23,1,1,0,0,0,0,0,0,0,0,0,0,0,86956.52174,23,0,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,43478.26087,43478.26087,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,294,0,0,0,0,0,0,0,0,0,0,No Label
172.217.194.100-10.100.56.120-443-32890-6,10.100.56.120,32890,172.217.194.100,443,6,24/06/2019 01:20:25 PM,349,0,3,0,0,0,0,0,0,0,0,0,0,0,8595.988539,174.5,211.4249276,324,25,0,0,0,0,0,349,174.5,211.4249276,324,25,0,0,0,0,0,72,0,8595.988539,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,-1,294,0,0,0,0,0,0,0,0,0,0,No Label
172.217.194.100-10.100.56.120-443-32890-6,10.100.56.120,32890,172.217.194.100,443,6,24/06/2019 01:20:25 PM,17,0,2,0,0,0,0,0,0,0,0,0,0,0,117647.0588,17,0,17,17,0,0,0,0,0,17,17,0,17,17,0,0,0,0,0,40,0,117647.0588,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,294,0,0,0,0,0,0,0,0,0,0,No Label
10.100.56.74-74.125.200.100-43901-443-6,10.100.56.74,43901,74.125.200.100,443,6,24/06/2019 01:17:57 PM,5065987,0,3,0,1083,0,0,0,0,1083,0,361,625.2703415,213.7786773,0.592184702,2532993.5,3464336.031,4982649,83338,0,0,0,0,0,5065987,2532993.5,3464336.031,4982649,83338,0,0,0,0,0,60,0,0.592184702,0,1083,270.75,541.5,293222.25,0,0,0,0,1,0,0,0,0,361,0,361,0,0,0,0,0,0,0,0,3,1083,-1,279,0,0,0,0,0,0,0,0,0,0,No Label
172.217.194.94-10.100.56.120-443-60470-6,10.100.56.120,60470,172.217.194.94,443,6,24/06/2019 01:18:29 PM,93484052,9,11,216,569,99,0,24,33.87476937,144,0,51.72727273,58.00188085,8.397154201,0.213940234,4920213.263,1.52E+07,5.89E+07,28,9.33E+07,1.17E+07,2.25E+07,5.89E+07,460,9.35E+07,9348405.2,2.05E+07,5.89E+07,2501,0,1,0,0,180,220,0.096273105,0.117667129,0,144,42.14285714,50.07123497,2507.128571,0,0,0,1,1,0,0,0,1,44.25,24,51.72727273,0,0,0,0,0,0,9,216,11,569,-1,320,4,0,144347.5,5873.936031,148501,140194,4.65E+07,1.75E+07,5.89E+07,3.42E+07,No Label
157.240.13.35-10.100.56.78-443-46739-6,157.240.13.35,443,10.100.56.78,46739,6,24/06/2019 01:19:25 PM,65592552,8,1,494,0,216,0,61.75,84.83050327,0,0,0,0,7.531342888,0.1372107,8199069,2.29E+07,6.49E+07,802,6.56E+07,9364757.571,2.45E+07,6.49E+07,802,0,0,0,0,0,0,0,0,0,160,32,0.121965067,0.015245633,0,216,49.4,79.21447679,6274.933333,0,1,0,0,1,0,0,0,0,54.88888889,61.75,0,0,0,0,0,0,0,8,494,1,0,-1,29200,4,0,656131,0,656131,656131,6.49E+07,0,6.49E+07,6.49E+07,No Label
157.240.13.14-10.100.56.78-443-53200-6,157.240.13.14,443,10.100.56.78,53200,6,24/06/2019 01:19:25 PM,65598051,8,1,494,0,216,0,61.75,84.83050327,0,0,0,0,7.530711545,0.137199198,8199756.375,2.29E+07,6.49E+07,390,6.56E+07,9371094.429,2.45E+07,6.49E+07,1081,0,0,0,0,0,0,0,0,0,172,32,0.121954843,0.015244355,0,216,49.4,79.21447679,6274.933333,0,1,0,0,1,0,0,0,0,54.88888889,61.75,0,0,0,0,0,0,0,8,494,1,0,-1,29200,4,0,683166,0,683166,683166,6.49E+07,0,6.49E+07,6.49E+07,No Label
157.240.13.35-10.100.56.78-443-46737-6,157.240.13.35,443,10.100.56.78,46737,6,24/06/2019 01:19:25 PM,65599180,6,1,494,0,216,0,82.33333333,89.67199489,0,0,0,0,7.530581937,0.106708651,1.09E+07,2.65E+07,6.49E+07,3433,6.56E+07,1.31E+07,2.90E+07,6.49E+07,3433,0,0,0,0,0,0,0,0,0,120,32,0.091464558,0.015244093,0,216,61.75,84.83050327,7196.214286,0,1,0,0,1,0,0,0,0,70.57142857,82.33333333,0,0,0,0,0,0,0,6,494,1,0,-1,29200,4,0,662164,0,662164,662164,6.49E+07,0,6.49E+07,6.49E+07,No Label
157.240.13.14-10.100.56.78-443-53202-6,157.240.13.14,443,10.100.56.78,53202,6,24/06/2019 01:19:25 PM,65614451,8,1,568,0,216,0,71,81.08725459,0,0,0,0,8.65662962,0.137164906,8201806.375,2.29E+07,6.49E+07,802,6.55E+07,9360645.857,2.45E+07,6.49E+07,802,0,0,0,0,0,0,0,0,0,160,32,0.121924361,0.015240545,0,216,56.8,77.52533636,6010.177778,0,1,0,0,1,0,0,0,0,63.11111111,71,0,0,0,0,0,0,0,8,568,1,0,-1,29200,5,0,690219,0,690219,690219,6.49E+07,0,6.49E+07,6.49E+07,No Label
157.240.13.35-10.100.56.78-443-46739-6,157.240.13.35,443,10.100.56.78,46739,6,24/06/2019 01:20:31 PM,139716,1,1,39,0,39,39,39,0,0,0,0,0,279.1376793,14.31475278,139716,0,139716,139716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,7.157376392,7.157376392,0,39,13,22.5166605,507,1,0,0,0,1,0,0,0,1,19.5,39,0,0,0,0,0,0,0,1,39,1,0,-1,237,1,0,0,0,0,0,0,0,0,0,No Label
10.100.56.74-50.19.229.84-35960-443-6,50.19.229.84,443,10.100.56.74,35960,6,24/06/2019 01:19:23 PM,67532406,13,3,7473,0,1460,0,574.8461538,690.2296533,0,0,0,0,110.6579854,0.236923293,4502160.4,1.56E+07,6.07E+07,9,6.61E+07,5508034.25,1.74E+07,6.07E+07,9,6.30E+07,3.15E+07,4.40E+07,6.26E+07,410170,0,0,0,0,260,72,0.192500175,0.044423117,0,1460,439.5882353,648.4494062,420486.6324,0,0,0,0,1,0,0,0,0,467.0625,574.8461538,0,0,0,0,0,0,0,13,7473,3,0,-1,3285,10,0,1865022,0,1865022,1865022,6.07E+07,0,6.07E+07,6.07E+07,No Label
157.240.13.14-10.100.56.78-443-53200-6,157.240.13.14,443,10.100.56.78,53200,6,24/06/2019 01:20:31 PM,158899,1,1,39,0,39,39,39,0,0,0,0,0,245.4389266,12.58661162,158899,0,158899,158899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,6.293305811,6.293305811,0,39,13,22.5166605,507,1,0,0,0,1,0,0,0,1,19.5,39,0,0,0,0,0,0,0,1,39,1,0,-1,237,1,0,0,0,0,0,0,0,0,0,No Label
10.100.56.120-74.125.200.95-56224-443-6,10.100.56.120,56224,74.125.200.95,443,6,24/06/2019 01:17:45 PM,117420915,15,19,1589,5481,643,0,105.9333333,207.3191007,1460,0,288.4736842,497.415919,60.21073844,0.289556592,3558209.545,1.41E+07,5.82E+07,4,1.17E+08,8386239.714,2.11E+07,5.82E+07,121,1.17E+08,6523382.5,1.88E+07,5.83E+07,4,0,0,0,0,312,412,0.127745555,0.161811037,0,1460,202,397.6643574,158136.9412,0,1,0,0,0,0,0,0,1,207.9411765,105.9333333,288.4736842,0,0,0,0,0,0,15,1589,19,5481,-1,272,8,0,456983,448991.5929,774468,139498,5.82E+07,26879.95718,5.82E+07,5.82E+07,No Label
10.100.56.120-74.125.200.95-56224-443-6,10.100.56.120,56224,74.125.200.95,443,6,24/06/2019 01:20:37 PM,531,2,1,24,39,24,0,12,16.97056275,39,39,39,0,118644.0678,5649.717514,265.5,249.6086938,442,89,89,89,0,89,89,0,0,0,0,0,0,1,0,0,40,20,3766.478343,1883.239171,0,39,25.5,18.41195264,339,0,0,0,1,1,0,0,0,0,34,12,39,0,0,0,0,0,0,2,24,1,39,-1,314,1,0,0,0,0,0,0,0,0,0,No Label
10.100.56.120-74.125.200.95-56224-443-6,74.125.200.95,443,10.100.56.120,56224,6,24/06/2019 01:20:37 PM,19,2,1,0,0,0,0,0,0,0,0,0,0,0,157894.7368,9.5,7.778174593,15,4,4,4,0,4,4,0,0,0,0,0,0,0,0,0,40,20,105263.1579,52631.57895,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,-1,272,0,0,0,0,0,0,0,0,0,0,No Label
10.100.56.49-120.89.97.14-57204-443-6,10.100.56.49,57204,120.89.97.14,443,6,24/06/2019 01:17:27 PM,6111,2,1,454,454,454,0,227,321.0264787,454,454,454,0,148584.5197,490.9180167,3055.5,3386.334375,5450,661,5450,5450,0,5450,5450,0,0,0,0,0,0,1,0,0,64,32,327.2786778,163.6393389,0,454,340.5,227,51529,0,0,0,1,1,0,0,0,0,454,227,454,0,0,0,0,0,0,2,454,1,454,-1,760,1,0,0,0,0,0,0,0,0,0,No Label
10.100.56.49-74.125.200.138-38754-443-6,10.100.56.49,38754,74.125.200.138,443,6,24/06/2019 01:20:37 PM,993,0,2,0,0,0,0,0,0,0,0,0,0,0,2014.098691,993,0,993,993,0,0,0,0,0,993,993,0,993,993,0,0,0,0,0,40,0,2014.098691,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,237,0,0,0,0,0,0,0,0,0,0,No Label
10.100.56.119-74.125.24.95-40899-80-6,10.100.56.119,40899,74.125.24.95,80,6,24/06/2019 01:20:31 PM,8203794,0,2,0,0,0,0,0,0,0,0,0,0,0,0.243789642,8203794,0,8203794,8203794,0,0,0,0,0,8203794,8203794,0,8203794,8203794,0,0,0,0,0,60,0,0.243789642,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,237,0,0,0,0,0,0,0,0,0,0,No Label
172.217.194.95-10.100.56.120-443-42588-6,10.100.56.120,42588,172.217.194.95,443,6,24/06/2019 01:19:48 PM,53041599,3,3,63,78,39,0,21,19.67231557,39,0,26,22.5166605,2.658290901,0.113118762,1.06E+07,2.37E+07,5.29E+07,30,5.29E+07,2.65E+07,3.74E+07,5.29E+07,464,104594,52297,52607.33031,89496,15098,0,1,0,0,60,60,0.056559381,0.056559381,0,39,25.71428571,18.40031056,338.5714286,0,0,0,1,1,0,0,0,1,30,21,26,0,0,0,0,0,0,3,63,3,78,-1,457,2,0,104624,0,104624,104624,5.29E+07,0,5.29E+07,5.29E+07,No Label
172.217.194.95-10.100.56.120-443-42588-6,172.217.194.95,443,10.100.56.120,42588,6,24/06/2019 01:20:41 PM,29,1,1,0,0,0,0,0,0,0,0,0,0,0,68965.51724,29,0,29,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,34482.75862,34482.75862,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,457,0,0,0,0,0,0,0,0,0,0,No Label
10.100.56.120-35.224.99.156-59006-80-6,10.100.56.120,59006,35.224.99.156,80,6,24/06/2019 01:20:41 PM,735410,4,4,87,148,87,0,21.75,43.5,148,0,37,74,319.549639,10.87828558,105058.5714,205637.4504,551334,28,572311,190770.3333,330049.7971,571879,134,735067,245022.3333,274663.8103,551334,20662,0,0,0,0,80,112,5.439142791,5.439142791,0,148,26.11111111,54.01028709,2917.111111,0,1,0,0,0,0,0,0,1,29.375,21.75,37,0,0,0,0,0,0,4,87,4,148,-1,229,1,0,0,0,0,0,0,0,0,0,No Label
10.100.56.120-74.125.200.83-54764-443-6,10.100.56.120,54764,74.125.200.83,443,6,24/06/2019 01:18:49 PM,112368114,5,5,102,117,39,0,20.4,19.6035711,39,0,23.4,21.36117974,1.948951461,0.088993217,1.25E+07,2.47E+07,5.82E+07,8,1.12E+08,2.81E+07,3.24E+07,5.82E+07,382,5.84E+07,1.46E+07,2.91E+07,5.82E+07,17424,0,1,0,0,100,100,0.044496609,0.044496609,0,39,23.45454545,19.10687644,365.0727273,0,0,0,1,1,0,0,0,1,25.8,20.4,23.4,0,0,0,0,0,0,5,102,5,117,-1,365,3,0,122903,26131.83821,141381,104425,5.61E+07,3003638.286,5.82E+07,5.39E+07,No Label
10.100.56.120-74.125.200.83-54764-443-6,74.125.200.83,443,10.100.56.120,54764,6,24/06/2019 01:20:42 PM,35,1,1,0,0,0,0,0,0,0,0,0,0,0,57142.85714,35,0,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,28571.42857,28571.42857,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,365,0,0,0,0,0,0,0,0,0,0,No Label
10.100.56.119-74.125.68.147-38750-443-6,74.125.68.147,443,10.100.56.119,38750,6,24/06/2019 01:20:37 PM,13277284,0,2,0,0,0,0,0,0,0,0,0,0,0,0.150633217,1.33E+07,0,1.33E+07,1.33E+07,0,0,0,0,0,1.33E+07,1.33E+07,0,1.33E+07,1.33E+07,0,0,0,0,0,40,0,0.150633217,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,685,0,0,0,0,0,0,0,0,0,0,No Label
10.100.56.119-74.125.68.106-36527-443-6,74.125.68.106,443,10.100.56.119,36527,6,24/06/2019 01:20:48 PM,3022631,0,2,0,176,0,0,0,0,176,0,88,124.4507935,58.22741843,0.661675209,3022631,0,3022631,3022631,0,0,0,0,0,3022631,3022631,0,3022631,3022631,0,0,0,0,0,52,0,0.661675209,0,176,58.66666667,101.6136474,10325.33333,0,1,0,0,1,0,0,0,0,88,0,88,0,0,0,0,0,0,0,0,2,176,-1,685,0,0,0,0,0,0,0,0,0,0,No Label
