Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
10.100.56.120-52.37.91.227-57406-443-6,52.37.91.227,443,10.100.56.120,57406,6,24/06/2019 01:02:13 PM,292,0,4,0,62,0,0,0,0,31,0,15.5,17.89785834,212328.7671,13698.63014,97.33333333,134.8863719,253,15,0,0,0,0,0,292,97.33333333,134.8863719,253,15,0,1,0,0,0,80,0,13698.63014,0,31,18.6,16.97939928,288.3,0,0,0,1,1,0,0,0,0,23.25,0,15.5,0,0,0,0,0,0,0,0,4,62,-1,480,0,0,0,0,0,0,0,0,0,0,No Label
10.100.56.120-52.37.91.227-57406-443-6,52.37.91.227,443,10.100.56.120,57406,6,24/06/2019 01:02:13 PM,13,1,1,0,0,0,0,0,0,0,0,0,0,0,153846.1538,13,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,76923.07692,76923.07692,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,255,0,0,0,0,0,0,0,0,0,0,No Label
10.100.56.120-34.247.142.70-60682-443-6,34.247.142.70,443,10.100.56.120,60682,6,24/06/2019 01:02:14 PM,538,0,4,0,62,0,0,0,0,31,0,15.5,17.89785834,115241.6357,7434.944238,179.3333333,185.0738591,391,48,0,0,0,0,0,538,179.3333333,185.0738591,391,48,0,1,0,0,0,80,0,7434.944238,0,31,18.6,16.97939928,288.3,0,0,0,1,1,0,0,0,0,23.25,0,15.5,0,0,0,0,0,0,0,0,4,62,-1,320,0,0,0,0,0,0,0,0,0,0,No Label
10.100.56.120-34.247.142.70-60682-443-6,34.247.142.70,443,10.100.56.120,60682,6,24/06/2019 01:02:14 PM,36,1,1,0,0,0,0,0,0,0,0,0,0,0,55555.55556,36,0,36,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,27777.77778,27777.77778,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,245,0,0,0,0,0,0,0,0,0,0,No Label
10.100.56.120-54.246.195.82-59700-443-6,54.246.195.82,443,10.100.56.120,59700,6,24/06/2019 01:02:15 PM,430,0,4,0,62,0,0,0,0,31,0,15.5,17.89785834,144186.0465,9302.325581,143.3333333,175.5401189,346,39,0,0,0,0,0,430,143.3333333,175.5401189,346,39,0,1,0,0,0,80,0,9302.325581,0,31,18.6,16.97939928,288.3,0,0,0,1,1,0,0,0,0,23.25,0,15.5,0,0,0,0,0,0,0,0,4,62,-1,297,0,0,0,0,0,0,0,0,0,0,No Label
10.100.56.120-54.246.195.82-59700-443-6,10.100.56.120,59700,54.246.195.82,443,6,24/06/2019 01:02:15 PM,211852,1,1,31,0,31,31,31,0,0,0,0,0,146.328569,9.440552839,211852,0,211852,211852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,4.720276419,4.720276419,0,31,10.33333333,17.89785834,320.3333333,1,0,0,0,1,0,0,0,1,15.5,31,0,0,0,0,0,0,0,1,31,1,0,-1,297,1,0,0,0,0,0,0,0,0,0,No Label
10.100.56.120-34.247.142.70-60684-443-6,34.247.142.70,443,10.100.56.120,60684,6,24/06/2019 01:02:15 PM,547,0,4,0,62,0,0,0,0,31,0,15.5,17.89785834,113345.521,7312.61426,182.3333333,238.7474258,458,42,0,0,0,0,0,547,182.3333333,238.7474258,458,42,0,1,0,0,0,80,0,7312.61426,0,31,18.6,16.97939928,288.3,0,0,0,1,1,0,0,0,0,23.25,0,15.5,0,0,0,0,0,0,0,0,4,62,-1,320,0,0,0,0,0,0,0,0,0,0,No Label
10.100.56.120-34.247.142.70-60684-443-6,10.100.56.120,60684,34.247.142.70,443,6,24/06/2019 01:02:15 PM,216144,2,2,31,31,31,0,15.5,21.92031022,31,0,15.5,21.92031022,286.8458065,18.50618106,72048,110924.2764,199788,50,16306,16306,0,16306,16306,199788,199788,0,199788,199788,0,0,0,0,52,40,9.253090532,9.253090532,0,31,12.4,16.97939928,288.3,1,0,0,0,1,0,0,0,1,15.5,15.5,15.5,0,0,0,0,0,0,2,31,2,31,-1,283,1,0,0,0,0,0,0,0,0,0,No Label
10.100.56.120-54.246.195.82-59700-443-6,54.246.195.82,443,10.100.56.120,59700,6,24/06/2019 01:02:15 PM,370582,0,3,0,62,0,0,0,0,31,0,20.66666667,17.89785834,167.3044023,8.095374303,185291,261988.7193,370545,37,0,0,0,0,0,370582,185291,261988.7193,370545,37,0,1,0,0,0,72,0,8.095374303,0,31,23.25,15.5,240.25,0,0,0,1,1,0,0,0,0,31,0,20.66666667,0,0,0,0,0,0,0,0,3,62,-1,297,0,0,0,0,0,0,0,0,0,0,No Label
10.100.56.120-34.247.142.70-60684-443-6,34.247.142.70,443,10.100.56.120,60684,6,24/06/2019 01:02:16 PM,157460,0,3,0,62,0,0,0,0,31,0,20.66666667,17.89785834,393.7507939,19.05245777,78730,111290.1221,157424,36,0,0,0,0,0,157460,78730,111290.1221,157424,36,0,1,0,0,0,72,0,19.05245777,0,31,23.25,15.5,240.25,0,0,0,1,1,0,0,0,0,31,0,20.66666667,0,0,0,0,0,0,0,0,3,62,-1,320,0,0,0,0,0,0,0,0,0,0,No Label
10.100.56.120-54.246.195.82-59700-443-6,54.246.195.82,443,10.100.56.120,59700,6,24/06/2019 01:02:16 PM,217562,2,2,0,31,0,0,0,0,31,0,15.5,21.92031022,142.4881183,18.38556366,72520.66667,125573.1072,217520,5,5,5,0,5,5,37,37,0,37,37,0,1,0,0,40,52,9.192781828,9.192781828,0,31,12.4,16.97939928,288.3,0,0,0,1,1,0,0,0,1,15.5,0,15.5,0,0,0,0,0,0,2,0,2,31,-1,297,0,0,0,0,0,0,0,0,0,0,No Label
10.100.56.120-34.247.142.70-60684-443-6,34.247.142.70,443,10.100.56.120,60684,6,24/06/2019 01:02:16 PM,24,4,1,0,0,0,0,0,0,0,0,0,0,0,208333.3333,6,4.966554809,12,1,16,5.333333333,5.859465277,12,1,0,0,0,0,0,0,0,0,0,116,20,166666.6667,41666.66667,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,-1,283,0,0,0,0,0,0,0,0,0,0,No Label
10.100.56.120-54.201.213.185-38822-443-6,10.100.56.120,38822,54.201.213.185,443,6,24/06/2019 01:02:16 PM,3462821,3,3,31,31,31,0,10.33333333,17.89785834,31,0,10.33333333,17.89785834,17.9044773,1.732691352,692564.2,1540460.345,3448202,37,396,198,227.6883835,359,37,3462379,1731189.5,2428222.364,3448202,14177,0,0,0,0,60,60,0.866345676,0.866345676,0,31,8.857142857,15.12645113,228.8095238,0,0,0,0,1,0,0,0,1,10.33333333,10.33333333,10.33333333,0,0,0,0,0,0,3,31,3,31,-1,1149,1,0,0,0,0,0,0,0,0,0,No Label
151.139.128.14-10.100.56.120-80-43254-6,10.100.56.120,43254,151.139.128.14,80,6,24/06/2019 01:02:16 PM,11756087,1,4,0,0,0,0,0,0,0,0,0,0,0,0.425311585,2939021.75,4909507.99,1.02E+07,11714,0,0,0,0,0,1.18E+07,3918695.667,5529903.347,1.02E+07,11714,0,0,0,0,20,80,0.085062317,0.340249268,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,4,0,-1,237,0,0,11714,0,11714,11714,1.02E+07,0,1.02E+07,1.02E+07,No Label
151.139.128.14-10.100.56.120-80-43254-6,10.100.56.120,43254,151.139.128.14,80,6,24/06/2019 01:02:28 PM,11110,0,2,0,0,0,0,0,0,0,0,0,0,0,180.0180018,11110,0,11110,11110,0,0,0,0,0,11110,11110,0,11110,11110,0,0,0,0,0,40,0,180.0180018,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,237,0,0,0,0,0,0,0,0,0,0,No Label
151.139.128.14-10.100.56.120-80-43256-6,10.100.56.120,43256,151.139.128.14,80,6,24/06/2019 01:02:16 PM,13063524,1,4,0,0,0,0,0,0,0,0,0,0,0,0.382745115,3265881,4823975.061,1.02E+07,12458,0,0,0,0,0,1.31E+07,4354508,5299418.388,1.03E+07,12458,0,0,0,0,20,80,0.076549023,0.306196092,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,4,0,-1,237,0,0,12458,0,12458,12458,1.02E+07,0,1.02E+07,1.02E+07,No Label
10.100.56.120-91.189.92.19-43332-443-6,91.189.92.19,443,10.100.56.120,43332,6,24/06/2019 01:02:29 PM,15,1,1,0,31,0,0,0,0,31,31,31,0,2066666.667,133333.3333,15,0,15,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20,20,66666.66667,66666.66667,0,31,20.66666667,17.89785834,320.3333333,0,0,0,1,1,0,0,0,1,31,0,31,0,0,0,0,0,0,1,0,1,31,-1,279,0,0,0,0,0,0,0,0,0,0,No Label
10.100.56.120-91.189.92.19-43332-443-6,10.100.56.120,43332,91.189.92.19,443,6,24/06/2019 01:02:29 PM,220,1,1,0,31,0,0,0,0,31,31,31,0,140909.0909,9090.909091,220,0,220,220,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20,20,4545.454545,4545.454545,0,31,20.66666667,17.89785834,320.3333333,0,0,0,1,1,0,0,0,1,31,0,31,0,0,0,0,0,0,1,0,1,31,-1,799,0,0,0,0,0,0,0,0,0,0,No Label
151.139.128.14-10.100.56.120-80-43246-6,10.100.56.120,43246,151.139.128.14,80,6,24/06/2019 01:02:17 PM,12778100,1,4,0,0,0,0,0,0,0,0,0,0,0,0.39129448,3194525,4823486.682,1.02E+07,13363,0,0,0,0,0,1.28E+07,4259366.667,5380295.691,1.03E+07,13363,0,0,0,0,20,80,0.078258896,0.313035584,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,4,0,-1,245,0,0,13363,0,13363,13363,1.02E+07,0,1.02E+07,1.02E+07,No Label
151.139.128.14-10.100.56.120-80-43248-6,10.100.56.120,43248,151.139.128.14,80,6,24/06/2019 01:02:17 PM,12884184,1,4,0,0,0,0,0,0,0,0,0,0,0,0.388072694,3221046,4818179.931,1.02E+07,13370,0,0,0,0,0,1.29E+07,4294728,5362813.971,1.03E+07,13370,0,0,0,0,20,80,0.077614539,0.310458156,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,4,0,-1,245,0,0,13370,0,13370,13370,1.02E+07,0,1.02E+07,1.02E+07,No Label
151.139.128.14-10.100.56.120-80-43250-6,10.100.56.120,43250,151.139.128.14,80,6,24/06/2019 01:02:17 PM,12949760,1,4,0,0,0,0,0,0,0,0,0,0,0,0.386107542,3237440,4815435.055,1.02E+07,13625,0,0,0,0,0,1.29E+07,4316586.667,5352301.514,1.03E+07,13625,0,0,0,0,20,80,0.077221508,0.308886033,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,4,0,-1,245,0,0,13625,0,13625,13625,1.02E+07,0,1.02E+07,1.02E+07,No Label
151.139.128.14-10.100.56.120-80-43252-6,10.100.56.120,43252,151.139.128.14,80,6,24/06/2019 01:02:17 PM,12949504,1,4,0,0,0,0,0,0,0,0,0,0,0,0.386115175,3237376,4815483.131,1.02E+07,13357,0,0,0,0,0,1.29E+07,4316501.333,5352392.994,1.03E+07,13357,0,0,0,0,20,80,0.077223035,0.30889214,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,4,0,-1,245,0,0,13357,0,13357,13357,1.02E+07,0,1.02E+07,1.02E+07,No Label
182.79.223.230-10.100.56.120-443-53236-6,10.100.56.120,53236,182.79.223.230,443,6,24/06/2019 01:02:15 PM,18779055,5,5,31,31,31,0,6.2,13.86362146,31,0,6.2,13.86362146,3.301550584,0.532508159,2086561.667,3915232.245,1.02E+07,22,1.78E+07,4438699.75,5244616.141,1.02E+07,22,1.88E+07,4694704.25,4967598.143,1.02E+07,9578,0,0,0,0,100,100,0.266254079,0.266254079,0,31,5.636363636,12.54011744,157.2545455,0,0,0,0,1,0,0,0,1,6.2,6.2,6.2,0,0,0,0,0,0,5,31,5,31,-1,312,1,0,528182,721608.1271,1038436,17928,8861226.5,1929714.912,1.02E+07,7496712,No Label
182.79.223.230-10.100.56.120-443-53236-6,182.79.223.230,443,10.100.56.120,53236,6,24/06/2019 01:02:34 PM,26,1,1,0,0,0,0,0,0,0,0,0,0,0,76923.07692,26,0,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,38461.53846,38461.53846,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,312,0,0,0,0,0,0,0,0,0,0,No Label
10.100.20.9-10.100.56.120-80-37888-6,10.100.56.120,37888,10.100.20.9,80,6,24/06/2019 01:02:14 PM,33820094,4,5,0,0,0,0,0,0,0,0,0,0,0,0.266113985,4227511.75,5042040.82,1.02E+07,15301,2.36E+07,7860062.333,4122239.642,1.02E+07,3100110,3.08E+07,7691573.5,5117986.674,1.03E+07,15301,0,0,0,0,128,160,0.118272882,0.147841103,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,5,0,-1,64531,0,0,48793.66667,57779.92579,115512,15301,1.02E+07,57802.00897,1.02E+07,1.01E+07,No Label
172.217.160.54-10.100.56.49-443-60071-6,172.217.160.54,443,10.100.56.49,60071,6,24/06/2019 01:02:52 PM,43805,5,1,5983,1430,1460,173,1196.6,572.3572311,1430,1430,1430,0,169227.2572,136.9706654,8761,14501.53973,33951,221,43584,10896,15811.53712,33951,306,0,0,0,0,0,0,1,0,0,100,20,114.1422212,22.82844424,173,1460,1263.285714,481.004752,231365.5714,0,0,0,1,1,0,0,0,0,1473.833333,1196.6,1430,0,0,0,0,0,0,5,5983,1,1430,-1,237,5,0,0,0,0,0,0,0,0,0,No Label
172.217.160.54-10.100.56.49-443-60072-6,172.217.160.54,443,10.100.56.49,60072,6,24/06/2019 01:02:52 PM,44233,3,1,424,212,212,0,141.3333333,122.3982571,212,212,212,0,14378.40526,90.43022178,14744.33333,22753.83103,41018,1520,42713,21356.5,27805.55996,41018,1695,0,0,0,0,0,0,1,0,0,60,20,67.82266634,22.60755545,0,212,169.6,94.80928225,8988.8,0,0,0,1,1,0,0,0,0,212,141.3333333,212,0,0,0,0,0,0,3,424,1,212,-1,238,2,0,0,0,0,0,0,0,0,0,No Label
172.217.160.54-10.100.56.49-443-60071-6,172.217.160.54,443,10.100.56.49,60071,6,24/06/2019 01:02:52 PM,717,1,1,173,173,173,173,173,0,173,173,173,0,482566.2483,2789.400279,717,0,717,717,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20,20,1394.700139,1394.700139,173,173,173,0,0,1,0,0,1,1,0,0,0,1,259.5,173,173,0,0,0,0,0,0,1,173,1,173,-1,237,1,0,0,0,0,0,0,0,0,0,No Label
172.217.160.54-10.100.56.49-443-60072-6,172.217.160.54,443,10.100.56.49,60072,6,24/06/2019 01:02:52 PM,717,1,1,0,0,0,0,0,0,0,0,0,0,0,2789.400279,717,0,717,717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,1394.700139,1394.700139,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,238,0,0,0,0,0,0,0,0,0,0,No Label
172.217.194.132-10.100.56.49-443-57438-6,172.217.194.132,443,10.100.56.49,57438,6,24/06/2019 01:02:52 PM,110559,4,1,0,212,0,0,0,0,212,212,212,0,1917.528198,45.22472164,27639.75,27307.87309,66734,3897,43825,14608.33333,9983.635477,23655,3897,0,0,0,0,0,0,1,0,0,92,20,36.17977731,9.044944328,0,212,70.66666667,109.4763293,11985.06667,0,0,0,1,1,0,0,0,0,84.8,0,212,0,0,0,0,0,0,4,0,1,212,-1,238,0,0,0,0,0,0,0,0,0,0,No Label
10.100.56.120-13.249.219.37-44358-443-6,10.100.56.120,44358,13.249.219.37,443,6,24/06/2019 01:02:23 PM,35538359,8,4,31,0,31,0,3.875,10.96015511,0,0,0,0,0.872296889,0.337663312,3230759.909,4501413.292,1.02E+07,13550,2.53E+07,3614048,4530557.381,1.02E+07,557430,2.05E+07,6838390.667,5910538.266,1.03E+07,13550,0,0,0,0,160,80,0.225108875,0.112554437,0,31,2.384615385,8.597853041,73.92307692,0,0,0,0,1,0,0,0,0,2.583333333,3.875,0,0,0,0,0,0,0,8,31,4,0,-1,245,1,0,32678.33333,18021.26445,49338,13550,1.02E+07,18032.89107,1.02E+07,1.02E+07,No Label
10.100.56.120-13.249.219.37-44358-443-6,13.249.219.37,443,10.100.56.120,44358,6,24/06/2019 01:02:59 PM,1833181,1,3,0,62,0,0,0,0,31,0,20.66666667,17.89785834,33.82099204,2.181999486,611060.3333,710966.6453,1423935,105126,0,0,0,0,0,1833181,916590.5,1147584.101,1728055,105126,0,0,0,0,20,60,0.545499872,1.636499615,0,31,12.4,16.97939928,288.3,0,0,0,0,1,0,0,0,3,15.5,0,20.66666667,0,0,0,0,0,0,1,0,3,62,-1,343,0,0,0,0,0,0,0,0,0,0,No Label
10.100.56.120-13.249.219.37-44358-443-6,10.100.56.120,44358,13.249.219.37,443,6,24/06/2019 01:03:04 PM,38031,0,2,0,31,0,0,0,0,31,0,15.5,21.92031022,815.1245037,52.58867766,38031,0,38031,38031,0,0,0,0,0,38031,38031,0,38031,38031,0,1,0,0,0,40,0,52.58867766,0,31,20.66666667,17.89785834,320.3333333,1,0,0,1,1,0,0,0,0,31,0,15.5,0,0,0,0,0,0,0,0,2,31,-1,245,0,0,0,0,0,0,0,0,0,0,No Label
10.100.56.120-13.249.219.37-44358-443-6,10.100.56.120,44358,13.249.219.37,443,6,24/06/2019 01:03:05 PM,200237,0,2,0,0,0,0,0,0,0,0,0,0,0,9.988164026,200237,0,200237,200237,0,0,0,0,0,200237,200237,0,200237,200237,0,0,0,0,0,40,0,9.988164026,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,245,0,0,0,0,0,0,0,0,0,0,No Label
10.100.56.120-74.125.130.100-60304-443-6,10.100.56.120,60304,74.125.130.100,443,6,24/06/2019 01:03:00 PM,8004088,5,1,219,39,63,39,43.8,10.73312629,39,39,39,0,32.23352867,0.749616946,1600817.6,1130102.578,3487851,679275,7324813,1831203.25,1161461.205,3487851,896014,0,0,0,0,0,0,1,0,0,100,20,0.624680788,0.124936158,39,63,42.42857143,9.071147352,82.28571429,0,0,0,1,1,0,0,0,0,49.5,43.8,39,0,0,0,0,0,0,5,219,1,39,-1,434,5,0,0,0,0,0,0,0,0,0,No Label
10.100.56.120-74.125.130.100-60304-443-6,74.125.130.100,443,10.100.56.120,60304,6,24/06/2019 01:03:09 PM,20295,2,2,0,39,0,0,0,0,39,0,19.5,27.57716447,1921.65558,197.09288,6765,11639.38491,20205,36,54,54,0,54,54,36,36,0,36,36,0,0,0,0,40,52,98.54644001,98.54644001,0,39,7.8,17.44133022,304.2,0,0,0,0,1,0,0,0,1,9.75,0,19.5,0,0,0,0,0,0,2,0,2,39,-1,434,0,0,0,0,0,0,0,0,0,0,No Label
10.100.56.120-74.125.130.100-60304-443-6,10.100.56.120,60304,74.125.130.100,443,6,24/06/2019 01:03:09 PM,432814,0,2,0,0,0,0,0,0,0,0,0,0,0,4.620922613,432814,0,432814,432814,0,0,0,0,0,432814,432814,0,432814,432814,0,0,0,0,0,40,0,4.620922613,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,392,0,0,0,0,0,0,0,0,0,0,No Label
10.100.56.120-74.125.130.100-60304-443-6,10.100.56.120,60304,74.125.130.100,443,6,24/06/2019 01:03:09 PM,129153,0,2,0,0,0,0,0,0,0,0,0,0,0,15.48550943,129153,0,129153,129153,0,0,0,0,0,129153,129153,0,129153,129153,0,0,0,0,0,40,0,15.48550943,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,392,0,0,0,0,0,0,0,0,0,0,No Label
10.100.56.120-74.125.130.100-60304-443-6,10.100.56.120,60304,74.125.130.100,443,6,24/06/2019 01:03:09 PM,517669,0,2,0,0,0,0,0,0,0,0,0,0,0,3.863472605,517669,0,517669,517669,0,0,0,0,0,517669,517669,0,517669,517669,0,0,0,0,0,40,0,3.863472605,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,392,0,0,0,0,0,0,0,0,0,0,No Label
157.240.13.14-10.100.56.120-443-57306-6,10.100.56.120,57306,157.240.13.14,443,6,24/06/2019 01:03:07 PM,6737767,6,3,195,78,39,0,32.5,15.92168333,39,0,26,22.5166605,40.51787484,1.335754116,842220.875,1120549.564,3205508,32,6521421,1304284.2,1215704.341,3205540,219877,6737767,3368883.5,4764184.971,6737671,96,0,1,0,0,120,60,0.890502744,0.445251372,0,39,31.2,16.44384383,270.4,0,0,0,1,1,0,0,0,0,34.66666667,32.5,26,0,0,0,0,0,0,6,195,3,78,-1,332,5,0,0,0,0,0,0,0,0,0,No Label
10.100.56.120-117.18.237.29-52342-80-6,10.100.56.120,52342,117.18.237.29,80,6,24/06/2019 01:02:15 PM,74254452,9,7,0,0,0,0,0,0,0,0,0,0,0,0.215475296,4950296.8,7779324.001,2.82E+07,4614,4.51E+07,5631969.125,4926908.665,1.02E+07,1020974,7.43E+07,1.24E+07,1.55E+07,4.24E+07,9567,0,0,0,0,180,140,0.121204854,0.094270442,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,7,0,-1,245,0,0,301584.5,494160.0213,1038349,17381,1.02E+07,56711.75612,1.02E+07,1.01E+07,No Label
10.100.56.120-117.18.237.29-52342-80-6,10.100.56.120,52342,117.18.237.29,80,6,24/06/2019 01:03:29 PM,223360,0,2,0,0,0,0,0,0,0,0,0,0,0,8.954154728,223360,0,223360,223360,0,0,0,0,0,223360,223360,0,223360,223360,0,0,0,0,0,40,0,8.954154728,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,245,0,0,0,0,0,0,0,0,0,0,No Label
10.100.56.120-117.18.237.29-52342-80-6,10.100.56.120,52342,117.18.237.29,80,6,24/06/2019 01:03:29 PM,218252,0,2,0,0,0,0,0,0,0,0,0,0,0,9.163719004,218252,0,218252,218252,0,0,0,0,0,218252,218252,0,218252,218252,0,0,0,0,0,40,0,9.163719004,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,245,0,0,0,0,0,0,0,0,0,0,No Label
10.100.56.120-117.18.237.29-52340-80-6,10.100.56.120,52340,117.18.237.29,80,6,24/06/2019 01:02:16 PM,73778484,8,6,0,0,0,0,0,0,0,0,0,0,0,0.18975722,5675268,8302037.336,2.87E+07,9944,3.48E+07,4973720.429,4926171.551,1.02E+07,1023847,7.38E+07,1.48E+07,1.64E+07,4.30E+07,9944,0,0,0,0,160,120,0.108432697,0.081324523,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,6,0,-1,254,0,0,34498,38698.19242,92272,9944,1.02E+07,38636.40556,1.02E+07,1.01E+07,No Label
10.100.56.120-117.18.237.29-52340-80-6,10.100.56.120,52340,117.18.237.29,80,6,24/06/2019 01:03:30 PM,289724,0,2,0,0,0,0,0,0,0,0,0,0,0,6.903121592,289724,0,289724,289724,0,0,0,0,0,289724,289724,0,289724,289724,0,0,0,0,0,40,0,6.903121592,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,254,0,0,0,0,0,0,0,0,0,0,No Label
10.100.56.120-117.18.237.29-52342-80-6,10.100.56.120,52342,117.18.237.29,80,6,24/06/2019 01:03:30 PM,445202,0,2,0,0,0,0,0,0,0,0,0,0,0,4.492342802,445202,0,445202,445202,0,0,0,0,0,445202,445202,0,445202,445202,0,0,0,0,0,40,0,4.492342802,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,245,0,0,0,0,0,0,0,0,0,0,No Label
10.100.56.120-117.18.237.29-52340-80-6,10.100.56.120,52340,117.18.237.29,80,6,24/06/2019 01:03:30 PM,349849,0,2,0,0,0,0,0,0,0,0,0,0,0,5.716752084,349849,0,349849,349849,0,0,0,0,0,349849,349849,0,349849,349849,0,0,0,0,0,40,0,5.716752084,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,254,0,0,0,0,0,0,0,0,0,0,No Label
10.100.56.120-117.18.237.29-52342-80-6,10.100.56.120,52342,117.18.237.29,80,6,24/06/2019 01:03:30 PM,890273,0,2,0,0,0,0,0,0,0,0,0,0,0,2.246501916,890273,0,890273,890273,0,0,0,0,0,890273,890273,0,890273,890273,0,0,0,0,0,40,0,2.246501916,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,245,0,0,0,0,0,0,0,0,0,0,No Label
10.100.56.120-117.18.237.29-52340-80-6,10.100.56.120,52340,117.18.237.29,80,6,24/06/2019 01:03:30 PM,701854,0,2,0,0,0,0,0,0,0,0,0,0,0,2.8495955,701854,0,701854,701854,0,0,0,0,0,701854,701854,0,701854,701854,0,0,0,0,0,40,0,2.8495955,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,254,0,0,0,0,0,0,0,0,0,0,No Label
